Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	Cnt_1 count	Cnt_2 count	Cnt_3 count	Cnt_4 count	Cnt_6 count	Amp_1 count	Amp_2 count	Amp_3 count	Amp_4 count	Amp_5 count	Amp_6 count	Cnt_1 normalised count	Cnt_2 normalised count	Cnt_3 normalised count	Cnt_4 normalised count	Cnt_6 normalised count	Amp_1 normalised count	Amp_2 normalised count	Amp_3 normalised count	Amp_4 normalised count	Amp_5 normalised count	Amp_6 normalised count
ENSDARG00000038524	7.403054650051849e-4	0.04557192042708069	-0.09740683792899398	5	54765702	54792239	-1	protein_coding	pik3r1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha) [Source:ZFIN;Acc:ZDB-GENE-030131-1280]	4394	5022	5901	4971	5159	5061	4462	4760	3914	4226	3751	4842.60905739181	4725.839430871941	4914.5654005259885	4992.463426085279	4739.3038031726455	4651.879718757835	4429.361578503494	4548.65488176396	4526.101041560775	4466.219610611543	4535.104094312406
ENSDARG00000029476	7.556156647641468e-4	0.04636606455889611	0.2367694312717618	3	19299309	19323689	1	protein_coding	ldlra	low density lipoprotein receptor a [Source:ZFIN;Acc:ZDB-GENE-031217-1]	1449	1692	2084	1761	2008	2466	2058	1750	1776	2083	1519	1596.9368511972536	1592.2183028744175	1735.6302821040772	1768.6035190778869	1844.6447057124778	2266.653899714843	2042.9462412730143	1672.2995888838086	2053.7443663290587	2201.404507549419	1836.5297572008917
ENSDARG00000012747	7.572885736892123e-4	0.04636606455889611	-0.2749924589402686	8	48942470	48961405	1	protein_coding	rer1	retention in endoplasmic reticulum sorting receptor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1494]	412	448	486	422	411	344	317	365	351	334	270	454.063480119578	421.5802598627299	404.75830955018307	423.82208123274745	377.56423010350017	316.19178487506326	314.68122375293757	348.7939142529086	405.89204537246604	352.98564835405955	326.44044400542515
ENSDARG00000101285	7.690921064332043e-4	0.046962169886102786	-0.43266861179407257	15	47334247	47338773	-1	protein_coding	anapc15	anaphase promoting complex subunit 15 [Source:NCBI gene;Acc:751740]	142	161	156	119	141	134	81	95	89	107	82	156.4976072256798	151.50540588816855	129.92242034944147	119.51380963672263	129.5293344150694	123.16773015482116	80.40750512299036	90.7819776822639	102.91849583518369	113.08222866432446	99.14117188312912
ENSDARG00000017489	7.796055823011292e-4	0.047476516895362336	-0.6421933283848587	13	37605896	37608441	-1	protein_coding	ifi45	interferon alpha inducible protein 45 [Source:ZFIN;Acc:ZDB-GENE-051030-98]	45	80	81	100	63	49	34	41	41	42	51	49.594312148983036	75.28218926120176	67.45971825836384	100.4317728039686	57.87480899396718	45.038946101389826	33.75129844668731	39.179590368134946	47.411891339803724	44.387416858893715	61.66097275658031
ENSDARG00000036695	7.864421316505875e-4	0.047711949823888045	0.14644980204329588	23	35981839	36003441	-1	protein_coding	calcoco1a	calcium binding and coiled-coil domain 1a [Source:NCBI gene;Acc:334971]	1470	1869	1927	1732	1777	2051	1742	1966	1536	1792	1600	1620.0808635334458	1758.7801466148264	1604.8750257267545	1739.478304964736	1632.4370727345981	1885.2016011010312	1729.2577027685086	1878.7091381403243	1776.211343852159	1893.8631193127985	1934.4618904025194
ENSDARG00000116122	7.87672515252389e-4	0.047711949823888045	0.8050571755161496	1	54194801	54199090	1	protein_coding	CABZ01067150.2	NA	29	56	33	47	35	67	62	64	58	70	63	31.960778940455732	52.69753248284124	27.48358892007416	47.20293321786524	32.152671663315104	61.58386507741058	61.54648540278274	61.15838496489357	67.07048043191746	73.97902809815619	76.1694369345992
ENSDARG00000099742	7.954877199727832e-4	0.048057190316972795	0.1731580917311517	12	9619909	9700605	-1	protein_coding	heatr1	HEAT repeat containing 1 [Source:NCBI gene;Acc:334446]	450	541	598	526	576	598	625	611	473	551	480	495.94312148983033	509.09580487887695	498.035944672859	528.2711249488748	529.1411108019856	549.6589748700228	620.4282802699873	583.8714564617184	546.9713317982234	582.3206354583438	580.3385671207558
ENSDARG00000010601	8.027221981142411e-4	0.04836560936383286	-0.23422256043208498	7	30725473	30771147	1	protein_coding	mtmr10	myotubularin related protein 10 [Source:NCBI gene;Acc:555239]	331	410	418	356	426	324	354	339	267	285	248	364.79371825140856	385.8212199636591	348.1254596542727	357.53711118212817	391.3439465306352	297.8085415683735	351.4105779449208	323.94832036092066	308.75548750555106	301.2003286853502	299.8415930123905
ENSDARG00000007377	8.055371982940839e-4	0.048406818675264855	-0.2675045917938079	17	51743908	51760243	1	protein_coding	odc1	ornithine decarboxylase 1 [Source:ZFIN;Acc:ZDB-GENE-010816-1]	784	954	1001	695	906	681	743	853	584	604	511	864.0431272178378	897.7401069398311	833.6688639089161	698.0008209875817	832.2948721989566	625.9494345927851	737.5651395849609	815.1265996102221	675.3303546937897	638.3333281612335	617.8187662473047
ENSDARG00000043105	8.130152276094242e-4	0.048727284683767996	-0.49799959888036804	3	47114328	47128096	-1	protein_coding	qtrt1	queuine tRNA-ribosyltransferase 1 [Source:NCBI gene;Acc:393985]	57	76	76	53	70	54	50	45	37	45	28	62.81946205537851	71.51807979814168	63.29553811895867	53.228839586103355	64.30534332663021	49.63475692806226	49.63426242159898	43.001989428440794	42.78634096518873	47.55794663452898	33.85308308204409
ENSDARG00000005616	8.208096904612623e-4	0.04906497926007256	-0.3431762846641104	21	27437867	27443995	-1	protein_coding	bfb	complement component bfb [Source:ZFIN;Acc:ZDB-GENE-990415-34]	191	270	360	248	292	234	190	186	190	208	162	210.50030267679466	254.07738875655596	299.82097003717263	249.07079655384211	268.24514644822887	215.08394668826978	188.61019720207614	177.74155630422194	219.71364279421238	219.8233977773784	195.86426640325507
ENSDARG00000101322	8.332567459492856e-4	0.04967828604786883	0.6711043366936351	2	4849269	4874966	-1	protein_coding	tfr1a	transferrin receptor 1a [Source:ZFIN;Acc:ZDB-GENE-041220-1]	67	73	90	81	98	106	139	129	92	112	133	73.84042031070807	68.69499770084661	74.95524250929316	81.34973597121456	90.02748065728228	97.43118952545554	137.9832495320452	123.2723696948636	106.38765861614495	118.36644495704991	160.8021446397094
